date,price
2024-06-19,0.05983109043299913
2024-06-20,0.05983109043299913
2024-06-21,0.058366847580157845
2024-06-22,0.06038693017026861
2024-06-23,0.06064202208843306
2024-06-24,0.05792301666468341
2024-06-25,0.058522576153906485
2024-06-26,0.055194732123722764
2024-06-27,0.054306871190173966
2024-06-28,0.055965977833155066
2024-06-29,0.05240974338248214
2024-06-30,0.05256161921610787
2024-07-01,0.05584223121615754
2024-07-02,0.0565640471364591
2024-07-03,0.05736748937419713
2024-07-04,0.055697792710985045
2024-07-05,0.05270914664307491
2024-07-06,0.053145096757316795
2024-07-07,0.05320771968451299
2024-07-08,0.05021268411553627
2024-07-09,0.050612900311974886
2024-07-10,0.05044113449484903
2024-07-11,0.04865835397506755
2024-07-12,0.04764279979808444
2024-07-13,0.047753951974970205
2024-07-14,0.04933742085168249
2024-07-15,0.05006827197424681
2024-07-16,0.054855953788152494
2024-07-17,0.05107211934055708
2024-07-18,0.0498063913070293
2024-07-19,0.05619499607604686
2024-07-20,0.056103041774784874
2024-07-21,0.05962319379117872
2024-07-22,0.05663643710856371
2024-07-23,0.056022245344886104
2024-07-24,0.0573454566707516
2024-07-25,0.055903203408850605
2024-07-26,0.05531542537359789
2024-07-27,0.056232113241109605
2024-07-28,0.0576702932518237
2024-07-29,0.057084122507552945
2024-07-30,0.05801445043032225
2024-07-31,0.05711437496849177
2024-08-01,0.05711678963096494
2024-08-02,0.05722946709139975
2024-08-03,0.05474206413282104
2024-08-04,0.054309305059572675
2024-08-05,0.05138731791953599
2024-08-06,0.049413113576963166
2024-08-07,0.05035578178788344
2024-08-08,0.04761859680088747
2024-08-09,0.051909944212332054
2024-08-10,0.05070261020366683
2024-08-11,0.0510934158610399
2024-08-12,0.047710150415143544
2024-08-13,0.050236626025880644
2024-08-14,0.049391033049739096
2024-08-15,0.048760917660549984
2024-08-16,0.04639848250389053
2024-08-17,0.04717642395703735
2024-08-18,0.047802998132313965
2024-08-19,0.04734080968664957
2024-08-20,0.04726875655468379
2024-08-21,0.04784265607983317
2024-08-22,0.04860196422793164
2024-08-23,0.048907217524170044
2024-08-24,0.04973130656053763
2024-08-25,0.049406763126483295
2024-08-26,0.04975595656769758
2024-08-27,0.04574215038465917
2024-08-28,0.04272725859526933
2024-08-29,0.04379515459257625
2024-08-30,0.04254536308305866
2024-08-31,0.0409524765680896
2024-09-01,0.03923006066485676
2024-09-02,0.038171574740656404
2024-09-03,0.037680686967475556
2024-09-04,0.03683014433191598
2024-09-05,0.037006295715626934
2024-09-06,0.036510208774733065
2024-09-07,0.034843396407214386
2024-09-08,0.03592508733463889
2024-09-09,0.03637375524627402
2024-09-10,0.03715602623099149
2024-09-11,0.03703635026470968
2024-09-12,0.03662292022595667
2024-09-13,0.03708437313009836
2024-09-14,0.0385375789677151
2024-09-15,0.038291116797300566
2024-09-16,0.03777018123795686
2024-09-17,0.0371559330724831
2024-09-18,0.03846507257534886
2024-09-19,0.03742581080037015
2024-09-20,0.040269740798148
2024-09-21,0.03998699074736256
2024-09-22,0.0403410333205201
2024-09-23,0.040521128283585894
2024-09-24,0.04232466357720071
2024-09-25,0.04248513742114987
2024-09-26,0.044385626934873315
2024-09-27,0.045739907884155134
2024-09-28,0.04596410213835739
2024-09-29,0.045388133156395234
2024-09-30,0.04569260582074069
2024-10-01,0.044520599750372626
2024-10-02,0.04270356867945495
2024-10-03,0.041874920234970144
2024-10-04,0.040324578623047905
2024-10-05,0.04115707827673651
2024-10-06,0.043203793893054676
2024-10-07,0.04282682919170382
2024-10-08,0.04247667262846658
2024-10-09,0.042928633908713314
2024-10-10,0.042117255988390875
2024-10-11,0.04203130357451994
2024-10-12,0.042561601933325574
2024-10-13,0.040666214147096105
2024-10-14,0.04100431103735735
2024-10-15,0.04175211880536785
2024-10-16,0.04120340116324219
2024-10-17,0.04197811700501423
2024-10-18,0.041456886975956245
2024-10-19,0.041930721313747935
2024-10-20,0.042476857301504724
2024-10-21,0.0423266416667646
2024-10-22,0.04132012374083102
2024-10-23,0.039894202469861376
2024-10-24,0.038520410237208584
2024-10-25,0.038548139972453904
2024-10-26,0.03851907861685068
2024-10-27,0.03726899108100855
2024-10-28,0.03676261780523091
2024-10-29,0.038954674522949435
2024-10-30,0.040318792716791146
2024-10-31,0.04578790501629902
2024-11-01,0.042783087279746765
2024-11-02,0.04193053931879058
2024-11-03,0.04029041501335539
2024-11-04,0.04085377139933727
2024-11-05,0.040071415535600556
2024-11-06,0.038237580933713156
2024-11-07,0.04115865469816815
2024-11-08,0.04240557833986348
2024-11-09,0.042527235741300795
2024-11-10,0.04274696847153645
2024-11-11,0.042673935541819995
2024-11-12,0.04645844188095738
2024-11-13,0.04377378604672901
2024-11-14,0.04402418827969968
2024-11-15,0.04318357902094006
2024-11-16,0.042415715297887305
2024-11-17,0.043982283632115086
2024-11-18,0.045675565556444864
2024-11-19,0.04899136945113142
2024-11-20,0.04707129020465744
2024-11-21,0.04477730872453103
2024-11-22,0.04637069449694702
2024-11-23,0.04626354497388913
2024-11-24,0.046401028274356694
2024-11-25,0.046231104222538295
2024-11-26,0.0453505494626272
2024-11-27,0.04454162657336594
2024-11-28,0.046321505963812654
2024-11-29,0.04638871145362094
2024-11-30,0.046858659859515546
2024-12-01,0.052170155312082446
2024-12-02,0.051977713140871074
2024-12-03,0.05141395238912533
2024-12-04,0.05675331236334325
2024-12-05,0.05871670948673537
2024-12-06,0.057530982919248894
2024-12-07,0.06204826039635164
2024-12-08,0.06503892753074365
2024-12-09,0.06507516689266657
