date,price
2024-01-06,1.000050682383449
2024-01-07,0.9999719389329812
2024-01-08,1.0020608542016898
2024-01-09,0.999866409706461
2024-01-10,0.999725176146972
2024-01-11,1.0003198795419097
2024-01-12,0.99927907869047
2024-01-13,1.0020603541915507
2024-01-14,1.0005078612396163
2024-01-15,1.0002384177342825
2024-01-16,1.0007582190465116
2024-01-17,0.9998900765611766
2024-01-18,1.0002225110592935
2024-01-19,1.0000929533497358
2024-01-20,0.9998423822380188
2024-01-21,0.9988183016192916
2024-01-22,1.00031838277386
2024-01-23,0.998148136551344
2024-01-24,1.001796395786675
2024-01-25,1.0004015025135513
2024-01-26,1.0009794080708
2024-01-27,1.000369584919731
2024-01-28,0.9997236383785644
2024-01-29,1.0003065400503497
2024-01-30,1.0001217630128336
2024-01-31,1.001359108347824
2024-02-01,0.9994576418099828
2024-02-02,1.0002545930342963
2024-02-03,1.000450440689929
2024-02-04,1.0001295034467486
2024-02-05,1.0003949103482508
2024-02-06,1.0004485731243355
2024-02-07,0.9999701274410304
2024-02-08,0.9999322432981944
2024-02-09,0.9996890554751614
2024-02-10,0.9997451966873132
2024-02-11,0.9997631134758436
2024-02-12,1.0002801644481514
2024-02-13,0.9997098337098012
2024-02-14,1.001724367567744
2024-02-15,0.9987759236306007
2024-02-16,0.9996929888012944
2024-02-17,0.999517026735994
2024-02-18,0.9992012166004468
2024-02-19,1.0005650169766902
2024-02-20,0.9996163729275022
2024-02-21,1.0008645630143749
2024-02-22,1.0008519781494791
2024-02-23,1.0005908060606956
2024-02-24,1.0000181458239128
2024-02-25,0.9993245953622232
2024-02-26,0.9998492884994634
2024-02-27,0.9991893791419076
2024-02-28,1.0002735447288795
2024-02-29,1.0007951405171671
2024-03-01,0.9988556322506584
2024-03-02,0.99854449917865
2024-03-03,1.0000099046441098
2024-03-04,1.0006928975223517
2024-03-05,1.0014115041241318
2024-03-06,1.0028504598140542
2024-03-07,1.000484389890136
2024-03-08,0.9987762670873872
2024-03-09,1.000684772314113
2024-03-10,1.0003208094540164
2024-03-11,1.0009186593839312
2024-03-12,0.999382382625584
2024-03-13,1.0008573826822853
2024-03-14,1.000668645522981
2024-03-15,0.999156475073843
2024-03-16,0.999093666409866
2024-03-17,0.9984746007933034
2024-03-18,1.0005927166205375
2024-03-19,0.9991002742522294
2024-03-20,0.9977078291091114
2024-03-21,1.0003526185461835
2024-03-22,1.0011099427529857
2024-03-23,1.0004411742832555
2024-03-24,0.9990664661115882
2024-03-25,0.9999453523411092
2024-03-26,1.0005787909745587
2024-03-27,0.9999675459066996
2024-03-28,1.002630142657458
2024-03-29,0.9990718248770112
2024-03-30,0.9998857912900128
2024-03-31,1.0002608623311338
2024-04-01,0.9998785322687238
2024-04-02,0.9996058887659534
2024-04-03,0.9993357133367974
2024-04-04,0.9997542196599714
2024-04-05,1.0010059875486197
2024-04-06,0.998893992078239
2024-04-07,0.9979720313922732
2024-04-08,0.9998282683645404
2024-04-09,0.9994821029854004
2024-04-10,1.0008344967684977
2024-04-11,0.9995698086418454
2024-04-12,1.0009584216769185
2024-04-13,1.001301537692703
2024-04-14,0.9989590433955962
2024-04-15,1.0003755218380892
2024-04-16,1.0007005573707544
2024-04-17,0.9997843111667783
2024-04-18,1.0000446110417902
2024-04-19,0.9998295542826032
2024-04-20,1.0007529878463524
2024-04-21,0.999812653267226
2024-04-22,0.9997240622410508
2024-04-23,0.9997237361774048
2024-04-24,1.0000677155412665
2024-04-25,1.000576595075879
2024-04-26,0.9999477833165163
2024-04-27,0.9999688069021468
2024-04-28,1.0003236783037543
2024-04-29,1.0000272077735817
2024-04-30,0.999480370932295
2024-05-01,1.0000216467689678
2024-05-02,0.9995970736066628
2024-05-03,0.9999880404869848
2024-05-04,0.9995146275337182
2024-05-05,0.9996843703244028
2024-05-06,1.0001045522244891
2024-05-07,0.9997641074327496
2024-05-08,0.999662007127618
2024-05-09,1.000396401292404
2024-05-10,1.0009659474909125
2024-05-11,0.9999613045504852
2024-05-12,0.9999009830926936
2024-05-13,1.000153174362596
2024-05-14,1.0001331678759415
2024-05-15,0.999976950189408
2024-05-16,0.9995972442146578
2024-05-17,0.999705926519625
2024-05-18,1.000915467738462
2024-05-19,0.9992520821202258
2024-05-20,0.9999697955329252
2024-05-21,1.000166604738428
2024-05-22,0.9997352955390022
2024-05-23,1.0002443683877926
2024-05-24,1.0004499004289171
2024-05-25,0.9997866334171746
2024-05-26,1.000047693503073
2024-05-27,1.0002005454617588
2024-05-28,1.000175974088875
2024-05-29,0.999779802590921
2024-05-30,0.9999540243191428
2024-05-31,1.000025294659289
2024-06-01,1.000072759488849
2024-06-02,1.0000752098229415
2024-06-03,0.9996041623317368
2024-06-04,1.000167721903279
2024-06-05,1.0002330389133185
2024-06-06,1.0003223002555666
2024-06-07,0.9999327631099242
2024-06-08,0.9999853410555382
2024-06-09,1.0000120523410612
2024-06-10,1.0000735523454782
2024-06-11,1.00022682383692
2024-06-12,0.9998926788860648
2024-06-13,0.9999272970454216
2024-06-14,0.9991055708847236
2024-06-15,0.99990464520355
2024-06-16,1.0000088346128633
2024-06-17,0.9998019069777628
2024-06-18,1.0002889643534434
2024-06-19,1.0003788641569324
2024-06-20,1.0002401549220412
2024-06-21,0.9994757337877012
2024-06-22,1.0000289450109228
2024-06-23,0.9999065906858174
2024-06-24,0.9993831751599982
2024-06-25,1.0003511060969674
2024-06-26,1.000294809182594
2024-06-27,0.9997564040674316
2024-06-28,0.9998441728614867
2024-06-29,0.9998633594129892
2024-06-30,0.9996667615090292
