date,price
2024-01-06,0.0766180370221762
2024-01-07,0.0759436472709479
2024-01-08,0.0750596262413998
2024-01-09,0.0747199406026625
2024-01-10,0.0731701673066354
2024-01-11,0.0770975810631256
2024-01-12,0.0780202855034352
2024-01-13,0.0751497932263261
2024-01-14,0.0739504027768678
2024-01-15,0.0721335146207571
2024-01-16,0.0722613878404968
2024-01-17,0.0726824462008311
2024-01-18,0.0709183264567401
2024-01-19,0.0703432809029113
2024-01-20,0.0700879900649994
2024-01-21,0.0701450042593678
2024-01-22,0.0698935802015602
2024-01-23,0.0677049533397234
2024-01-24,0.0643035143752906
2024-01-25,0.0656716341279782
2024-01-26,0.065244949445912
2024-01-27,0.0652253289935493
2024-01-28,0.0655481417113267
2024-01-29,0.0652224913743061
2024-01-30,0.0655663375391312
2024-01-31,0.0653985079874858
2024-02-01,0.064223283412871
2024-02-02,0.0636790050390363
2024-02-03,0.0635342410886818
2024-02-04,0.0631391322408149
2024-02-05,0.0630425276834845
2024-02-06,0.0636156629785736
2024-02-07,0.0635955475009345
2024-02-08,0.06225885723321
2024-02-09,0.061261214860902
2024-02-10,0.0622110263206893
2024-02-11,0.061361345712972
2024-02-12,0.0617991818417787
2024-02-13,0.0624034140619107
2024-02-14,0.0649114184664491
2024-02-15,0.0670967685772577
2024-02-16,0.0666152626237023
2024-02-17,0.0664680317076227
2024-02-18,0.0664864659454433
2024-02-19,0.0670135960709614
2024-02-20,0.0675710480030919
2024-02-21,0.0680002045151518
2024-02-22,0.0689053333525308
2024-02-23,0.0687347772100432
2024-02-24,0.0686098654754506
2024-02-25,0.0684613120158053
2024-02-26,0.0706568913185116
2024-02-27,0.07261793089579
2024-02-28,0.0739320102822344
2024-02-29,0.0782394898530827
2024-03-01,0.0733863023848295
2024-03-02,0.0773593061518764
2024-03-03,0.0794237414147751
2024-03-04,0.0868957656217373
2024-03-05,0.0913744622015674
2024-03-06,0.0960720200630208
2024-03-07,0.1021848120673315
2024-03-08,0.1039447115433127
2024-03-09,0.0996098905075691
2024-03-10,0.1002685147655538
2024-03-11,0.1009307902230339
2024-03-12,0.1042405297041353
2024-03-13,0.104078244561654
2024-03-14,0.1085853953281072
2024-03-15,0.1054752929959795
2024-03-16,0.1040700535866563
2024-03-17,0.0989939041910261
2024-03-18,0.0966586675339619
2024-03-19,0.0957589754325812
2024-03-20,0.0857559148396147
2024-03-21,0.0870202547402148
2024-03-22,0.0866961142933766
2024-03-23,0.0839873590374295
2024-03-24,0.0851368694880895
2024-03-25,0.0817887287922169
2024-03-26,0.0858087395271173
2024-03-27,0.0849767140319042
2024-03-28,0.0804217749171896
2024-03-29,0.0787763173687219
2024-03-30,0.0769704536327047
2024-03-31,0.0779254181673591
2024-04-01,0.0826132672456157
2024-04-02,0.0769173666162125
2024-04-03,0.0739436797568847
2024-04-04,0.0758408552328353
2024-04-05,0.0751382577968473
2024-04-06,0.0744997488682732
2024-04-07,0.0797339124732162
2024-04-08,0.0844864280669797
2024-04-09,0.0846944094346267
2024-04-10,0.0813993513737838
2024-04-11,0.0813795621132553
2024-04-12,0.0803515180363716
2024-04-13,0.0747618750382138
2024-04-14,0.0713526232895604
2024-04-15,0.0748735431088983
2024-04-16,0.0747632898831286
2024-04-17,0.0725242324275611
2024-04-18,0.0703596175283709
2024-04-19,0.0699414929666624
2024-04-20,0.067695339103959
2024-04-21,0.0698106597499433
2024-04-22,0.0701003068032569
2024-04-23,0.0698417490364948
2024-04-24,0.0698754393957589
2024-04-25,0.0678133705488027
2024-04-26,0.0677669555640579
2024-04-27,0.0664796438164264
2024-04-28,0.0691193024683073
2024-04-29,0.0703960826399064
2024-04-30,0.0695529065812325
2024-05-01,0.06364771114368
2024-05-02,0.0595221741511915
2024-05-03,0.057579024608681
2024-05-04,0.0594786870827886
2024-05-05,0.05992200074862
2024-05-06,0.0589788659334968
2024-05-07,0.0582691481282966
2024-05-08,0.0543147810710828
2024-05-09,0.0548922741513109
2024-05-10,0.0550598355248848
2024-05-11,0.055269124984845
2024-05-12,0.055338162008095
2024-05-13,0.0520084458551199
2024-05-14,0.0507704325417375
2024-05-15,0.0494775554213442
2024-05-16,0.0506247936641518
2024-05-17,0.0508759737418888
2024-05-18,0.0500108061936356
2024-05-19,0.0506816713118237
2024-05-20,0.0498495496476672
2024-05-21,0.0557254450154182
2024-05-22,0.0501023251230401
2024-05-23,0.0485186338195042
2024-05-24,0.0489041403397293
2024-05-25,0.0466274140315606
2024-05-26,0.0471879450035809
2024-05-27,0.0476173384837273
2024-05-28,0.0528764363446392
2024-05-29,0.0521629013728408
2024-05-30,0.0508503331615217
2024-05-31,0.0506434148885939
2024-06-01,0.0501448745887829
2024-06-02,0.0501114346397068
2024-06-03,0.0496947824795395
2024-06-04,0.0507840480535544
2024-06-05,0.0496339082233018
2024-06-06,0.0508877563537888
2024-06-07,0.0503040919109581
2024-06-08,0.0483904001215002
2024-06-09,0.0489177584408315
2024-06-10,0.0484237125623633
2024-06-11,0.0482256674173476
2024-06-12,0.0473569719652519
2024-06-13,0.0483258632473562
2024-06-14,0.0462609368377793
2024-06-15,0.0461695947599336
2024-06-16,0.0448782547485812
2024-06-17,0.0453131653680274
2024-06-18,0.0452046885814224
2024-06-19,0.0435169886281308
2024-06-20,0.0442571743781167
2024-06-21,0.0432002639114451
2024-06-22,0.0435462463756997
2024-06-23,0.0443856552810964
2024-06-24,0.0432532411821578
2024-06-25,0.0424225524246089
2024-06-26,0.0419227216408792
2024-06-27,0.0403320701185665
2024-06-28,0.0402564759037513
